article_idx,pmid,title,bertopic_topic,display_label
32676,39420416,Advancing wound healing by hydrogel-based dressings loaded with cell-conditioned medium: a systematic review.,2,2_cells_cancer_cell_expression
32677,39303207,"CHARMM at 45: Enhancements in Accessibility, Functionality, and Speed.",1,1_abstract_title_cells_cell
32678,39243764,Sex-dependent effects in the aged melanoma tumor microenvironment influence invasion and resistance to targeted therapy.,3,3_abstract_title_cells_cell
32679,39459951,Advancements in Bacteriophages for the Fire Blight Pathogen Erwinia amylovora.,1,1_abstract_title_cells_cell
32680,39456895,In Silico Insights Reveal Fibronectin 1 as a Theranostic Marker in Gastric Cancer.,5,5_abstract_title_cells_cancer
32681,39451561,A Study of Hydroelectrolytic and Acid-Base Disturbances in MIS-C Patients: A Perspective on Antidiuretic Hormone Secretion.,11,11_patients_study_95_risk
32682,39414920,Elevated circulating LncRNA NORAD fosters endothelial cell growth and averts ferroptosis by modulating the miR-106a/CCND1 axis in CAD patients.,4,4_abstract_title_cells_cell
32683,39362776,NEAT1 promotes genome stability via m6A methylation-dependent regulation of CHD4.,7,7_title_abstract_cell_cells
32684,39324816,Anaplasma phagocytophilum invasin AipA interacts with CD13 to elicit Src kinase signaling that promotes infection.,10,10_resistance_isolates_strains_study
32685,39302131,The GPI sidechain of Toxoplasma gondii inhibits parasite pathogenesis.,10,10_resistance_isolates_strains_study
32686,39302126,Interference without interferon: interferon-independent induction of interferon-stimulated genes and its role in cellular innate immunity.,4,4_abstract_title_cells_cell
32687,39269169,HIV-1 Vpr-induced DNA damage activates NF-κB through ATM-NEMO independent of cell cycle arrest.,9,9_sarscov2_virus_viral_covid19
32688,39264172,Antibody sequence determinants of viral antigen specificity.,2,2_cells_cancer_cell_expression
32689,39207102,Characterization of genome-wide phylogenetic conflict uncovers evolutionary modes of carnivorous fungi.,8,8_abstract_title_biology_molecular
32690,38547499,"Epidemiological and Clinical Insights into the Enterovirus D68 Upsurge in Europe 2021-2022 and Emergence of Novel B3-Derived Lineages, ENPEN Multicentre Study.",1,1_abstract_title_cells_cell
32691,39459945,Monocyte and Macrophage Functions in Oncogenic Viral Infections.,2,2_cells_cancer_cell_expression
32692,39456582,Antibody-Based Therapies for Peripheral T-Cell Lymphoma.,3,3_abstract_title_cells_cell
32693,39456237,Decoding Cancer through Silencing the Mitochondrial Gatekeeper VDAC1.,2,2_cells_cancer_cell_expression
32694,39440473,"Synchrotron X-ray imaging of soft biological tissues - principles, applications and future prospects.",7,7_title_abstract_cell_cells
32695,39436235,Scm6A: A Fast and Low-cost Method for Quantifying m6A Modifications at the Single-cell Level.,8,8_abstract_title_biology_molecular
32696,39407251,Metabolomics and proteomics in occupational medicine: a comprehensive systematic review.,1,1_abstract_title_cells_cell
32697,39402543,"Improving struggling medical and nursing students' subjective vitality, school engagement and academic performance through a peer mentorship intervention programme: an intervention protocol.",11,11_patients_study_95_risk
32698,39399900,Adapting to change: insights from new organisms in cell and developmental biology.,7,7_title_abstract_cell_cells
32699,39392667,Knot data analysis using multiscale Gauss link integral.,8,8_abstract_title_biology_molecular
32700,39391497,Cross-species comparison of airway epithelium transcriptomics.,7,7_title_abstract_cell_cells
32701,39366385,Gene therapy for chronic pain management.,7,7_title_abstract_cell_cells
32702,39343249,Direct conversion of human umbilical cord mesenchymal stem cells into dopaminergic neurons for Parkinson's disease treatment.,4,4_abstract_title_cells_cell
32703,39305777,Metabolic changes induced by heavy metal copper exposure in human ovarian granulosa cells.,1,1_abstract_title_cells_cell
32704,39463954,Identification of lipid senolytics targeting senescent cells through ferroptosis induction.,0,0_cells_cell_abstract_title
32705,39456577,Recent Advances in the Molecular Biology of Chronic Lymphocytic Leukemia: How to Define Prognosis and Guide Treatment.,7,7_title_abstract_cell_cells
32706,39451558,Genome-Wide Identification and Expression Analysis of the HSF Gene Family in Ammopiptanthus mongolicus.,8,8_abstract_title_biology_molecular
32707,39397030,HURP binding to the vinca domain of β-tubulin accounts for cancer drug resistance.,5,5_abstract_title_cells_cancer
32708,39396998,Residual transmission of HIV infection from mother to child in the Atlantic and littoral departments in Benin.,4,4_abstract_title_cells_cell
32709,39352143,Templated Pluripotent Stem Cell Differentiation via Substratum-Guided Artificial Signaling.,5,5_abstract_title_cells_cancer
32710,39149883,Global analysis of the RNA-RNA interactome in Acinetobacter baumannii AB5075 uncovers a small regulatory RNA repressing the virulence-related outer membrane protein CarO.,1,1_abstract_title_cells_cell
32711,39142658,Tracking live-cell single-molecule dynamics enables measurements of heterochromatin-associated protein-protein interactions.,6,6_proteins_cell_protein_abstract
32712,39416022,Catabolism of extracellular glutathione supplies amino acids to support tumor growth.,4,4_abstract_title_cells_cell
32713,39529768,Precision Population Cancer Medicine in Brain Tumors: A Potential Roadmap to Improve Outcomes and Strategize the Steps to Bring Interdisciplinary Interventions.,2,2_cells_cancer_cell_expression
32714,39416036,Evolution of promoter-proximal pausing enabled a new layer of transcription control.,0,0_cells_cell_abstract_title
32715,39416008,map3k1 suppresses terminal differentiation of migratory eye progenitors in planarian regeneration.,7,7_title_abstract_cell_cells
32716,39396065,Development and characterization of novel anti-acetylated tau monoclonal antibodies to probe pathogenic tau species in Alzheimer's disease.,0,0_cells_cell_abstract_title
32717,39394194,Zika viruses encode 5' upstream open reading frames affecting infection of human brain cells.,0,0_cells_cell_abstract_title
32718,39459169,Methanol Extract of Thottea siliquosa (Lam.) Ding Hou Leaves Inhibits Carrageenan- and Formalin-Induced Paw Edema in Mice.,3,3_abstract_title_cells_cell
32719,39394443,Deciphering the multi-scale mechanism of herbal phytoconstituents in targeting breast cancer: a computational pharmacological perspective.,10,10_resistance_isolates_strains_study
32720,39390588,Secretome from estrogen-responding human placenta-derived mesenchymal stem cells rescues ovarian function and circadian rhythm in mice with cyclophosphamide-induced primary ovarian insufficiency.,2,2_cells_cancer_cell_expression
32721,39303064,Native Mass Spectrometry Reveals Binding Interactions of SARS-CoV-2 PLpro with Inhibitors and Cellular Targets.,7,7_title_abstract_cell_cells
32722,38964333,Preclinical study and phase II trial of adapting low-dose radiotherapy to immunotherapy in small cell lung cancer.,2,2_cells_cancer_cell_expression
32723,39456702,Balancing Tumor Immunotherapy and Immune-Related Adverse Events: Unveiling the Key Regulators.,0,0_cells_cell_abstract_title
32724,39456536,Targeting PARP-1 and DNA Damage Response Defects in Colorectal Cancer Chemotherapy with Established and Novel PARP Inhibitors.,2,2_cells_cancer_cell_expression
32725,39417120,"Application of a new highly multiplexed amplicon sequencing tool to evaluate Plasmodium falciparum antimalarial resistance and relatedness in individual and pooled samples from Dschang, Cameroon.",10,10_resistance_isolates_strains_study
32726,39416167,Proteomic profiling of the local and systemic immune response to pediatric respiratory viral infections.,9,9_sarscov2_virus_viral_covid19
32727,39390136,"Impact of green carbon dot nanoparticles on seedling emergence, crop growth and seed yield in blackgram (Vigna mungo L. Hepper).",8,8_abstract_title_biology_molecular
32728,39389986,"Dietary Chlorella vulgaris supplementation modulates health, microbiota and the response to oxidative stress of Atlantic salmon.",8,8_abstract_title_biology_molecular
32729,39388236,The conserved genetic program of male germ cells uncovers ancient regulators of human spermatogenesis.,6,6_proteins_cell_protein_abstract
32730,39384967,Sex-specific single cell-level transcriptomic signatures of Rett syndrome disease progression.,1,1_abstract_title_cells_cell
32731,39254335,Complete genome sequences of 12 lytic phages against multidrug-resistant Enterococcus faecalis.,10,10_resistance_isolates_strains_study
32732,39248560,Draft genome sequence of a spa non-typeable Staphylococcus aureus USA300 isolate causing complicated bacteremia.,10,10_resistance_isolates_strains_study
32733,39248541,Complete genome sequences of four lytic bacteriophages against multidrug-resistant Enterococcus faecium.,10,10_resistance_isolates_strains_study
32734,39102659,Mitigation of checkpoint inhibitor-induced autoimmune hemolytic anemia through modulation of purinergic signaling.,2,2_cells_cancer_cell_expression
32735,39474444,Prospective Evaluation of Routine Statewide Integration of Molecular Epidemiology and Contact Tracing to Disrupt Human Immunodeficiency Virus Transmission.,9,9_sarscov2_virus_viral_covid19
32736,39452211,Determinants of Antibiotic Resistance and Virulence Factors in the Genome of Escherichia coli APEC 36 Strain Isolated from a Broiler Chicken with Generalized Colibacillosis.,10,10_resistance_isolates_strains_study
32737,39416078,Mesoscale regulation of MTOCs by the E3 ligase TRIM37.,0,0_cells_cell_abstract_title
32738,39384839,Natural selection on apical membrane antigen 1 (AMA1) of an emerging zoonotic malaria parasite Plasmodium inui.,10,10_resistance_isolates_strains_study
32739,39384602,Extracellular vesicles derived from Msh homeobox 1 (Msx1)-overexpressing mesenchymal stem cells improve digit tip regeneration in an amputee mice model.,2,2_cells_cancer_cell_expression
32740,39382703,"Use of Cyrene™, as an alternative to dimethyl sulfoxide, as a diluent for Melatonin to determine its in vitro antimicrobial capacity.",1,1_abstract_title_cells_cell
32741,39268697,CRISPR for companion diagnostics in low-resource settings.,3,3_abstract_title_cells_cell
32742,39225508,Nanomaterial combined engineered bacteria for intelligent tumor immunotherapy.,3,3_abstract_title_cells_cell
32743,39409845,"Interdisciplinary Animal Research Ethics-Challenges, Opportunities, and Perspectives.",5,5_abstract_title_cells_cancer
32744,39379501,Standardisation of high throughput microdilution antifungal susceptibility testing for Candida albicans and Cryptococcus neoformans.,4,4_abstract_title_cells_cell
32745,39379471,Role of motility and nutrient availability in drying patterns of algal droplets.,1,1_abstract_title_cells_cell
32746,39377462,DTX3L ubiquitin ligase ubiquitinates single-stranded nucleic acids.,6,6_proteins_cell_protein_abstract
32747,39356666,The Drosophila tracheal terminal cell as a model for branching morphogenesis.,5,5_abstract_title_cells_cancer
32748,39319663,"Insights into the Main Protease of SARS-CoV-2: Thermodynamic Analysis, Structural Characterization, and the Impact of Inhibitors.",3,3_abstract_title_cells_cell
32749,39311085,Evaluation of the Multidimensional Enhanced Lateral Flow Immunoassay in Point-of-Care Nanosensors.,3,3_abstract_title_cells_cell
32750,39230311,Clinical outcomes and emergence of resistance of Pseudomonas aeruginosa infections treated with ceftolozane-tazobactam versus ceftazidime-avibactam.,10,10_resistance_isolates_strains_study
32751,39458980,Plants' Impact on the Human Brain-Exploring the Neuroprotective and Neurotoxic Potential of Plants.,8,8_abstract_title_biology_molecular
32752,39375177,Methotrexate treatment hampers induction of vaccine-specific CD4 T cell responses in patients with IMID.,9,9_sarscov2_virus_viral_covid19
32753,39374109,"Chemical Synthesis, Herbicidal Activity, Crop Safety, and Molecular Basis of ortho-Fluoroalkoxy Substituted Sulfonylureas as Novel Acetohydroxyacid Synthase Inhibitors.",0,0_cells_cell_abstract_title
32754,39373634,Interchromosomal segmental duplication drives translocation and loss of P. falciparum histidine-rich protein 3.,5,5_abstract_title_cells_cancer
32755,39167071,Neurogenesis in Caenorhabditis elegans.,0,0_cells_cell_abstract_title
32756,38996461,Human yolk sac-derived innate lymphoid-biased multipotent progenitors emerge prior to hematopoietic stem cell formation.,1,1_abstract_title_cells_cell
32757,39369244,Artificial intelligence alphafold model for molecular biology and drug discovery: a machine-learning-driven informatics investigation.,11,11_patients_study_95_risk
32758,39369014,3D bioprinting of fish skin-based gelatin methacryloyl (GelMA) bio-ink for use as a potential skin substitute.,3,3_abstract_title_cells_cell
